#
#03808  Camborne Observations at 00Z 09 Oct 2017
#-----------------------------------------------------------------------------
#   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SKNT   THTA   THTE   THTV
#    hPa     m      C      C      %    g/kg    deg   knot     K      K      K 
#-----------------------------------------------------------------------------
   41.0  21876  -61.4  -90.5      1   0.00    325     18  527.4  527.4  527.4
   40.7  21922  -61.5  -90.5      1   0.00    325     18  528.3  528.3  528.3
   38.0  22350  -60.6  -90.1      1   0.00    325     15  541.1  541.1  541.1
   37.0  22516  -60.2  -89.9      1   0.00    315     17  546.2  546.2  546.2
   36.0  22687  -59.9  -89.8      1   0.00    350     13  551.4  551.4  551.4
   35.6  22756  -59.7  -89.7      1   0.00    350     13  553.6  553.6  553.6
   35.0  22862  -60.2  -89.8      1   0.00    350     12  554.9  555.0  554.9
   34.2  23006  -60.9  -89.9      1   0.00    344     12  556.8  556.8  556.8
   33.0  23231  -59.6  -89.9      1   0.00    335     12  565.8  565.9  565.8
   32.0  23424  -58.6  -89.9      1   0.00    310     15  573.7  573.7  573.7
   31.0  23623  -57.5  -89.9      1   0.00    335     20  581.9  581.9  581.9
   30.5  23725  -56.9  -89.9      1   0.00    337     19  586.2  586.2  586.2
   30.0  23830  -57.1  -89.1      1   0.00    340     17  588.4  588.4  588.4
   28.4  24177  -56.3  -89.3      1   0.00    324     15  599.9  599.9  599.9
   28.0  24267  -56.7  -89.4      1   0.00    320     14  601.3  601.4  601.3
   27.0  24496  -57.6  -89.6      1   0.00     10     15  605.1  605.1  605.1
   26.0  24734  -58.5  -89.8      1   0.00     20     12  608.9  609.0  608.9
   25.6  24832  -58.9  -89.9      1   0.00    348      8  610.5  610.6  610.5
   25.0  24981  -57.8  -90.2      1   0.00    300      2  617.7  617.8  617.7
   24.7  25057  -57.3  -90.3      1   0.00    287      4  621.4  621.5  621.4
   24.0  25238  -57.5  -90.1      1   0.00    255     10  626.1  626.1  626.1
   23.0  25507  -57.7  -89.7      1   0.01    285     21  633.0  633.1  633.0
   22.0  25787  -57.3  -89.7      1   0.01    305     19  642.2  642.3  642.2
